feat_1,feat_2,QI_1,QI_2,sensitive_attr,Group,target
1.6981878793379208,-1.410520340912291,8,9,1,1,1
1.0559482991645386,0.9768118175205315,7,8,0,0,1
0.467724889697508,1.3324977678587235,6,9,1,1,1
0.37705835806021587,0.6932879126500161,0,11,1,1,1
2.187517425940187,-0.7701332917427915,7,5,1,1,1
2.363792655220256,0.7810668906705013,2,2,0,0,1
0.23177669430292935,-0.2433265211169132,4,6,1,1,1
0.0916633534138452,-2.576667966641867,7,8,1,1,0
-1.4349634660355541,1.6381624101002932,5,10,1,1,0
-0.35346500883956955,1.2458345908900632,10,2,0,0,1
-0.925744541267294,0.1318733453111592,9,7,1,1,0
0.35715013581198696,0.40824132622438364,4,8,1,1,1
0.328244553309326,0.031186826430192653,3,1,1,1,1
-1.301887300531997,0.27446425333912194,3,2,1,1,0
0.44704226024454363,-1.0003649440924236,0,2,0,0,0
0.3043071699288759,-0.7975513312194212,10,4,0,0,0
-0.38628192383627924,1.6104115657834972,6,7,1,1,1
0.9936111483661048,0.863426696038605,1,7,0,0,1
-1.252214524700024,1.0073765737337526,7,9,0,0,0
-0.5584127814887224,0.18028041534424424,1,2,0,0,0
-0.7969370732503266,0.4475932431872324,9,7,0,0,0
-0.09250180214508029,0.15080335425873742,6,8,0,0,0
-0.663327513488042,-0.04164373354764454,11,0,0,0,0
0.47177775912678166,-0.9070335306101127,3,6,1,1,1
0.4410405776386617,1.2965247315276813,11,9,1,1,1
0.9037170356544556,-0.5272627935309492,11,0,1,1,1
1.6907270907264191,-2.5397364791222987,4,8,1,1,1
0.9825108264010878,-1.2635482540206657,10,4,1,1,1
-0.0327169491568559,1.6004831186640245,5,4,0,0,1
-0.06963669036506978,-1.231228509122088,0,7,1,1,0
0.984960450577619,1.8197907166904033,10,5,0,0,1
-0.4110328480354465,0.48726363636866454,10,11,0,0,0
-0.660029751956184,0.8616538031392339,0,2,1,1,1
0.11121719092037656,-1.1645290354859141,4,4,1,1,0
0.39072680328906206,-1.307481709586351,11,8,0,0,0
0.38417148639797816,-0.16197106519161386,6,7,0,0,1
-0.23958032121032186,-1.4961031635350777,11,1,1,1,0
0.2765048286290832,0.3276523934218583,5,4,0,0,1
0.8608566088935388,-0.6733678808425941,4,11,0,0,1
-0.4224965297610525,0.21391171988399513,10,3,0,0,0
-0.4127049345389263,-1.467822214307094,3,6,1,1,0
0.347917171521641,0.8574272192042284,5,0,0,0,1
-0.4526057221267538,0.46455593686720104,7,9,1,1,1
0.32131176211984497,0.10422712917589927,5,7,0,0,1
0.6368301262923023,0.291467874234714,11,8,1,1,1
-0.14858835150322197,1.0479020852066419,7,5,1,1,1
-0.5948102291521673,0.1536339812595367,0,2,1,1,0
-0.30845388743655827,0.14612350964227658,9,11,1,1,0
-1.2865170574421656,0.736843173037611,7,5,1,1,0
0.8798111442760307,-0.35185382591035635,11,5,0,0,1
-0.980745118611142,-1.5004737659349117,11,6,1,1,0
-1.2829134919403151,-1.0453363982052164,4,9,1,1,0
-0.5841074686030693,0.38301082937516456,2,8,0,0,0
-0.8086825805270624,-0.07959962103350736,5,9,1,1,0
0.6817826167659107,-0.6860070417553236,2,10,1,1,1
-0.6258235873682232,-1.0863498350807337,4,6,1,1,0
1.4196099939816917,-0.6888787012592655,10,2,0,0,1
0.27478112659737886,1.5367476735395353,9,8,0,0,1
0.14886434738802606,-1.9069606426794716,5,10,0,0,0
0.41640753499349104,0.736238161686399,7,6,1,1,1
-0.8737486109665565,0.4068442325686799,2,6,0,0,0
-0.07842623007742519,2.6707088474055705,10,11,0,0,1
-1.6128790443506027,-1.9980037383622287,0,9,1,1,0
-0.8356850793894097,-0.3666652501495819,2,0,0,0,0
-0.1166303523453913,1.037220423000468,4,9,0,0,1
-1.2817579199305107,0.05727330731878946,7,0,1,1,0
0.4579602813092806,0.6113749175176206,5,9,1,1,1
0.1830941852914648,0.7804114733741203,0,10,0,0,1
-0.2252215922410423,-1.697762164633631,7,0,1,1,0
1.2393776500025198,0.6881916678894483,2,5,1,1,1
-1.6787329274924976,-0.6147917732333731,3,9,0,0,0
-1.9593639416732536,-0.49733605894533134,10,2,0,0,0
-1.9419800807951197,-1.0320653492890612,3,4,0,0,0
-0.4107033868070212,-0.4097331858998566,3,1,0,0,0
-0.5444596012279455,-0.4200512725322274,3,0,1,1,0
0.9966965941146789,-1.4307151378172986,3,8,1,1,1
-0.01448106905592817,0.5439266470446382,8,5,0,0,1
0.2374207278413516,-0.7336083915138798,4,11,1,1,0
0.5802496699793058,-1.3596637594061243,9,6,0,0,0
-2.7527692657797678,0.8291788489880655,5,6,0,0,0
-1.1729165642801698,0.15152290449936287,5,2,0,0,0
-0.6815431597276357,0.11412685177673393,7,6,0,0,0
0.12915146539510378,-0.7787186504429949,5,0,0,0,0
-0.5160425001420264,0.449454957979435,6,11,0,0,0
-0.9922796911688831,-0.29100381187164553,9,11,1,1,0
0.11070648718813968,0.3142769013271943,2,3,0,0,1
1.6995372967466809,0.2939691140935723,2,8,1,1,1
-0.9814092354433717,-0.06586067566950782,0,8,1,1,0
0.20393426052079897,0.9324999862406406,10,4,1,1,1
0.12897083647544333,1.3061966203326008,0,9,0,0,1
0.3568049042270725,0.34968014030838335,2,1,1,1,1
-0.42492408284338173,-0.3986693483740543,1,3,0,0,0
-0.8746487788835402,-0.5286926457188906,7,3,0,0,0
-0.3867370480156183,-0.4063153121350043,0,2,1,1,0
-0.6529064162648343,0.6733826886007698,11,2,0,0,0
-0.5328578685057477,0.2067316008922415,2,4,1,1,0
-1.0140003689732968,1.035093759111581,2,9,1,1,0
-1.1661312876980443,-2.214902132674103,3,6,0,0,0
-1.4431216570009382,1.1192007494341862,7,5,0,0,0
0.7520519679173129,-0.9729115602111391,10,7,0,0,1
0.499502748490931,-1.0542824700648183,11,1,0,0,0
1.3132589490093318,-0.1898722405042505,9,2,0,0,1
1.6612642287531487,0.7627035382777149,1,7,0,0,1
1.1824963673143458,-1.036812945092386,0,5,0,0,1
0.2642901628167421,1.7257609008242598,9,10,0,0,1
1.0229803053184554,-0.7336932844021462,0,3,0,0,1
-0.18798645546966367,0.05689922898261534,10,8,1,1,1
-1.4900737878078179,-0.16103646550765816,4,2,1,1,0
-0.7459834869949423,0.2906339563967286,2,7,0,0,0
-0.22821582557792722,-0.8466333108519412,7,11,0,0,0
0.1956697647695663,0.5738182200525775,10,0,1,1,1
0.19584229337787207,-0.5225140078970998,4,10,0,0,0
-1.9396602619805547,2.1152696930769266,11,2,0,0,0
-0.2101306680992241,0.7481522012964177,1,11,0,0,1
-0.20015426282671603,-0.8998468841343025,0,7,0,0,0
-1.9519780985451252,0.056792140305924464,1,9,0,0,0
-0.6025106149433088,-0.028626305933038155,6,6,1,1,0
0.25547266131905616,1.2167603708323709,1,1,0,0,1
0.08685126831779794,-0.6461899900590959,4,2,1,1,0
-0.3086042386373781,1.0826188933350844,1,7,1,1,1
1.0148467289881067,-0.38774478527114803,1,2,0,0,1
-0.3314251524255492,0.09738512004757138,1,4,1,1,0
1.1466614524038088,0.07363403906466133,8,11,1,1,1
0.6281595982354045,1.112485499704207,11,10,1,1,1
0.1278921004035968,0.40145918493628613,5,7,1,1,1
-1.635136968307889,-1.6410930688162289,5,1,0,0,0
1.0829837181134454,0.14896590202119123,1,2,1,1,1
-1.2210857435791393,-0.8031953056222818,1,2,1,1,0
0.6858891885720256,-0.4250180880509473,3,6,0,0,1
-1.2643791400656847,0.27966725921236285,10,8,1,1,0
1.2472409372465627,0.0385541728270772,6,3,0,0,1
-2.2997414353867036,0.6708933263527057,1,3,1,1,0
-1.85399486531174,1.1481759505347704,3,10,1,1,0
-0.5354353701323064,-0.4643871203731497,10,2,0,0,0
0.019352540879309675,-0.1584046494099568,6,3,0,0,0
-1.010600404997209,0.3438623665247335,7,4,1,1,0
-1.0605315064258454,0.06722199796099135,8,11,0,0,0
0.07558582377973866,-0.5669983672168888,10,7,0,0,0
0.7604827720402658,-0.2565541928370138,7,7,1,1,1
-0.19586827413825547,-0.07741977084037521,5,4,1,1,0
-1.3873431465416448,-0.059485767961044385,8,0,0,0,0
1.0804524054581723,-1.0385468834339946,4,1,1,1,1
1.0173739586064368,-1.3446978533285325,7,1,0,0,1
1.7177300496602352,-0.7147889660715644,0,2,0,0,1
2.2082676219304225,1.0840435193883637,3,7,1,1,1
1.3880611844834803,0.6438636065549771,6,8,1,1,1
-1.9006782844680503,1.4715820247408729,7,0,1,1,0
-0.09477545043989416,0.3693366589699033,2,1,0,0,1
0.3319742154884982,-0.1080936878707265,2,2,0,0,1
0.6463712836645438,1.6730492391560903,11,1,0,0,1
-0.5632928587213418,-0.10025723557640827,5,8,1,1,0
-0.7650157072903476,-0.3657159469131317,2,7,1,1,0
-1.5619958452849945,1.640160229706629,0,4,1,1,0
-0.3104239292325572,0.004094530549298159,11,2,1,1,0
-0.0885217237757269,-0.03807805818940566,7,7,1,1,1
-0.8909512949214827,0.4728880537323711,6,2,0,0,0
-0.6286919506057471,0.3840512371679951,7,6,1,1,0
0.9337646471168046,0.6947975504440149,8,3,0,0,1
-0.28341484260706995,0.4468523631857094,3,5,1,1,1
-2.753895253740849,-0.099264615985358,11,8,1,1,0
-0.8459226371278078,-0.7979437313076047,5,7,0,0,0
0.6854412488639435,-0.4170548542185988,6,7,1,1,1
-0.579244283868497,-0.9902640887689447,2,11,1,1,0
-0.062126777825878846,1.1988764541500312,6,0,0,0,1
1.518797191287471,-0.09320764619345706,0,3,1,1,1
-0.07581386630591783,0.6406421001859048,3,5,1,1,1
-0.506773061358819,3.0174853141442144,11,6,1,1,1
-0.14787014768609583,0.6385534573996466,9,5,1,1,1
-0.2180262812971447,-0.41264974447494407,6,7,1,1,0
-0.3491981584893324,-1.1738387926123863,4,8,0,0,0
-0.3276553425340918,-0.5300282561400573,3,8,0,0,0
0.5329134302916885,0.05754925953599926,11,3,1,1,1
2.0284599256900298,-0.007323900532352886,7,9,0,0,1
0.38039550481756174,-0.02368262257419838,3,7,0,0,1
0.48697486211389907,0.43278504294592096,0,6,1,1,1
1.1477883824991042,-0.6626754999913004,11,1,0,0,1
0.6519872759144941,-0.6976110993493105,3,7,1,1,1
2.1819595671986947,-1.6597950094300349,8,3,1,1,1
0.04511162440013169,-0.4152726875749572,9,4,0,0,0
1.6802916392416427,-1.2760073829942462,10,8,0,0,1
-0.6526596562005005,1.2210764657114535,1,5,1,1,1
-1.3652901391786652,-2.2461584369601986,11,8,0,0,0
0.5756205513212505,-1.1416136185814416,2,5,0,0,0
1.0784758682917643,2.079584222726427,7,3,1,1,1
0.21785307273316407,-0.3192840924002547,8,6,0,0,1
0.8232698641455924,0.44040300218142026,8,3,1,1,1
0.3087378857331754,1.6401017229069565,9,7,1,1,1
-0.6325641251140443,-1.6159050135228634,0,5,0,0,0
0.1601241690486497,-1.3640267867184257,4,4,1,1,0
-0.4268701915026423,-1.079661605323947,0,9,1,1,0
0.052214437013920645,-1.1552394188252304,3,0,0,0,0
0.2823232127889524,1.6626769769185021,1,7,0,0,1
1.4721733434005027,0.4248788824611465,1,1,1,1,1
0.44745837094130847,1.5192201333198854,11,10,0,0,1
0.5961405532482851,-0.4397746804004872,7,9,1,1,1
1.8359844223616861,0.9127231643199113,4,0,1,1,1
2.0055156906800087,1.072273444307215,6,8,1,1,1
1.0335880280582594,-0.725637004070397,9,1,1,1,1
-0.7468195405917003,0.8315373245453116,6,1,1,1,0
0.23053744317980157,0.5500603307545994,1,0,1,1,1
2.076032118634621,0.5464042691360168,10,3,0,0,1
-1.4870902623435054,-0.3167959819524903,5,2,0,0,0
-0.6689266260427517,0.4372291065812883,10,8,1,1,0
-1.88998807077569,-1.0505966885573663,9,2,0,0,0
0.03244658758486419,-1.7088514587676649,7,2,1,1,0
0.6025987114572413,-1.5065931918104707,1,3,0,0,0
-0.8649748976317128,-0.22807585825356738,0,7,0,0,0
-0.17304058016890664,0.7039454442315591,10,7,0,0,1
1.8780055074572604,0.5611638134799722,3,10,0,0,1
0.7956124886078058,1.1549583917971655,10,10,1,1,1
0.5390566251017149,0.24676622908481508,11,5,1,1,1
0.07235451450086773,-0.1436496887696961,4,4,1,1,1
-1.265536044668218,1.1935567815192922,6,0,0,0,0
-0.02244350312801531,0.38609407272148355,7,10,0,0,1
-0.6647155734837235,0.96596309306491,4,6,0,0,0
-1.1030215881529082,-0.41847491955196503,9,6,1,1,0
-0.0008903858579313628,2.093952720429486,2,7,1,1,1
-0.13205410073674043,-0.5272016983846851,7,2,1,1,0
-0.20854945826745383,1.2069223794821713,10,7,0,0,1
-0.39869328160449397,0.1285780620539625,6,8,1,1,0
1.0942578788709993,-0.10697231305679047,1,0,0,0,1
0.041789799173244574,0.5813253179566592,2,1,0,0,1
0.4329193154699509,0.41139484391519,1,9,1,1,1
-1.1825636872914087,-0.13784985808164538,11,9,1,1,0
1.0917434485874353,-1.167828468160945,9,9,0,0,1
-0.46987436222374834,2.1274126802349644,11,6,0,0,1
-0.08695800974737135,0.39904812035045034,9,1,0,0,1
1.2179728492036088,1.230399654276379,9,0,1,1,1
0.48651537450649757,0.3238087275691594,7,4,0,0,1
1.4767596010170292,0.6377889949664611,2,2,0,0,1
0.8146912040188393,-1.2693735869014147,8,3,1,1,1
-0.3140020408031192,-0.23724920016940965,2,2,0,0,0
0.33170881821221204,1.459398269007151,8,5,0,0,1
-0.6154767308003464,0.04260731995472818,8,11,0,0,0
-0.5640646658664323,-0.06675569839572834,0,6,0,0,0
-2.052635508275344,-0.025401985875532836,5,5,0,0,0
0.978076529569383,1.0115801821006498,6,4,0,0,1
0.7558121570458322,0.3372720184609622,10,4,1,1,1
-0.058400295007455194,0.27522785635740665,5,9,0,0,1
0.3965407912469537,0.21170226744354995,6,9,1,1,1
-2.176742198651297,-0.8260532021429324,3,4,0,0,0
-0.946131450909486,0.3237156418363317,7,9,0,0,0
0.9071896329092856,-0.49697918394049606,6,9,1,1,1
-1.315068053269391,0.8625179295223319,0,1,1,1,0
-0.22414841155637547,-0.41741868149262684,3,11,1,1,0
-0.09861896263111666,-1.3249932140488132,6,9,0,0,0
0.3048466491614839,-1.6887306049394488,8,3,1,1,0
0.32154619264635104,1.2867346087500744,1,6,1,1,1
1.4233951671443565,1.1692506642484382,3,1,0,0,1
-0.5684558547947647,-0.3071278268417023,8,1,1,1,0
-2.447919369617191,-0.6196196751401749,1,2,0,0,0
1.475804158620893,0.009609556735905888,6,3,1,1,1
-1.2056782957311627,0.6699288989639084,0,2,0,0,0
0.691170135138051,-0.7647110965567393,6,3,0,0,1
1.670138900032591,1.4669445693076046,4,9,1,1,1
-0.21949450451100086,-0.4420343930701779,0,4,0,0,0
1.5591849239261886,0.5557052973498879,5,7,0,0,1
-0.414978869111763,-0.629409971944186,1,10,1,1,0
1.2965760613912092,0.8580220225954477,4,8,0,0,1
0.3568024716234499,0.015789856006677604,11,5,0,0,1
0.7985405215531235,0.3508362508695286,5,0,0,0,1
-0.29046888090531453,1.9728860412608975,9,7,1,1,1
-0.15227906789534607,1.430397814109836,1,2,0,0,1
0.3312454829633417,0.7507445829473435,10,1,1,1,1
0.48828225611598014,0.2395438836180681,7,6,0,0,1
0.13813702216233142,-0.22883608879763065,4,4,0,0,1
0.7299359198253511,-0.6844656953978888,9,0,1,1,1
-0.9960159087143641,-1.6226875536261816,4,5,1,1,0
1.0263713308127662,1.6338289476621992,11,1,0,0,1
-0.5224182993463683,1.412320733940169,7,11,0,0,1
-0.0695935067567302,1.2664839824760286,7,7,1,1,1
-1.4340593545510243,-0.9950177656855969,6,2,0,0,0
-0.7083453274336369,-1.3348465824570481,4,2,1,1,0
0.015363490803900412,1.0977938143523183,7,7,1,1,1
-0.04771766801778589,1.8202269425157434,6,8,0,0,1
0.618609240194246,0.4533584792483056,5,5,0,0,1
-0.5104439838043876,-0.5830903225796256,11,7,0,0,0
-0.09643748855472024,1.2896536158166327,7,10,0,0,1
-0.1564582126267677,1.836995952680328,3,1,1,1,1
2.1371423185164917,-0.8620087190496211,10,4,1,1,1
-1.0407603376892012,1.6950682590059751,3,9,0,0,0
0.5476436043144302,1.455042706539805,6,7,0,0,1
1.224657113099808,-0.4915185917440389,5,6,0,0,1
-1.5790262823568646,-0.4942918840100943,5,0,1,1,0
-1.2747511545659522,-0.6024452577267413,6,8,1,1,0
-0.17218328655595963,-1.3136833804205998,11,0,0,0,0
0.04038205681820107,-0.16200933753752797,9,6,0,0,0
-1.7834147409627843,-0.07665388456467331,4,10,1,1,0
-2.7947847617545816,-0.3923180806673603,8,0,0,0,0
-0.2028576395593294,-0.3222802053343651,5,9,0,0,0
0.6428401115835918,-0.08218218278400503,3,6,0,0,1
-1.4027407265398244,1.6700925796657335,4,3,1,1,0
0.7575779346415388,-0.8833483674265616,11,8,1,1,1
0.19990874951280427,0.9810938272863142,3,11,1,1,1
0.7135986623227836,-2.493860226269782,10,8,1,1,0
1.6119448089057997,-0.7977207992325859,7,5,1,1,1
1.671520898455431,-0.06514556454486824,4,2,0,0,1
1.7541098896050589,-0.9019512996949667,11,5,1,1,1
1.3963670448946985,0.43797321202192435,4,8,0,0,1
1.3036824012313255,-0.9730224932895993,3,2,1,1,1
1.0984447391112193,0.009826721779957281,4,6,1,1,1
-0.44378997341713783,-0.07797547469701374,2,7,0,0,0
0.06919987841162352,0.05831408941610127,7,11,1,1,1
1.3122617634995941,-1.199907819000482,3,3,1,1,1
0.3053227679308691,0.39557571693516624,8,11,0,0,1
0.45307425460797685,-0.06155999375007763,3,11,1,1,1
-0.7702309731596945,-0.3718500571934833,10,3,0,0,0
0.6880578188142625,-0.7825740852496176,5,5,1,1,1
0.10573246512901065,0.4723986095297736,1,6,1,1,1
0.9240694362176927,2.0183933581888622,4,1,0,0,1
-1.0550097363508124,-0.8353990907168917,2,6,1,1,0
-0.8340742564320871,0.1637859172960391,2,4,0,0,0
-0.4437663363701643,0.13436621317000316,3,11,0,0,0
-0.12636617902644148,-0.8171790703123231,4,9,0,0,0
-0.9424508742301381,-2.7198218941642898,11,8,1,1,0
1.6415231690500742,-0.3249850578328577,9,3,0,0,1
-0.6618367720323198,1.4923939747605623,4,6,0,0,1
-0.4338228300717644,-1.3367236263377904,9,6,0,0,0
-0.71713809637102,-0.36354881573862713,7,8,0,0,0
0.7836088954359599,-0.0044641092239627225,6,0,0,0,1
2.1482813232516027,0.12179330861306342,2,10,1,1,1
-1.0133470154661965,0.53264077248617,11,9,1,1,0
-1.047170672490966,-0.8009993438634638,0,9,0,0,0
0.32831229898896386,1.2016876970423334,0,8,0,0,1
1.8218436229058674,-0.45099905598087286,4,6,0,0,1
-1.1666010073216209,-0.09865997478096056,4,5,0,0,0
-0.12938830017230538,0.3271027395970881,8,4,0,0,1
-1.2819015533269635,1.3184967340581113,4,7,1,1,0
0.12615259174428725,-1.1522469741894745,9,6,0,0,0
0.3915456935025806,0.3950406938461205,7,5,0,0,1
0.034268396862170314,-0.05849705960804488,11,4,1,1,1
-0.25249746249465116,-1.1954666460561856,7,6,1,1,0
0.5569037384888764,-0.31742780423675404,9,2,1,1,1
0.7498045714718845,-0.8852801167623693,11,1,0,0,1
0.23581345902026143,-1.0747429576459167,7,10,0,0,0
1.791861296951165,-0.02775161541579016,3,4,1,1,1
-0.4500638867939304,1.2934752208412321,8,8,1,1,1
-1.2818934832549878,-0.061774404091403265,11,1,0,0,0
2.0336088823932643,-0.4661400751028481,7,7,1,1,1
-0.13178226449879288,-0.25163715516877194,0,5,1,1,0
0.3550292953569437,1.4679929096188926,11,8,0,0,1
-1.390911757773479,-0.13536178105757252,3,8,0,0,0
-0.06312265928634328,0.09123183983546741,9,8,1,1,1
1.690525703800356,-0.008957212846241026,4,0,0,0,1
-1.6059270743982366,0.5596545540258343,6,9,1,1,0
-0.011362046225691397,0.3193653016976439,7,1,0,0,1
0.719168724623024,1.5583481419465226,4,3,1,1,1
-0.730999869729358,-0.7407962251071991,11,4,0,0,0
0.6118619517929043,-0.602375572119893,4,5,1,1,1
-1.4228467348023826,1.2170417641883178,5,6,1,1,0
-2.577421780872789,2.3046298504450276,6,7,1,1,0
1.5503215182409393,1.6857468292727653,3,7,0,0,1
-0.7729743011358469,-1.9792550209984767,0,5,1,1,0
0.03841792093519608,1.1124715882631195,11,3,1,1,1
-1.4816042793448132,1.1166485358888738,7,2,1,1,0
-0.4044376692128478,-0.6845927567504859,8,0,1,1,0
0.8538855966690262,0.15134806692249125,1,3,0,0,1
-2.4004594766477636,-0.4866914747362677,11,9,1,1,0
0.813595548793919,0.7886600118706828,4,4,1,1,1
1.5746511622425718,-0.1823576741210424,1,8,0,0,1
1.400928995167462,1.5340573621120495,3,10,1,1,1
-0.7516145297725786,-2.2949929234061455,10,2,0,0,0
-1.4020661396278482,-0.3765838609088488,6,0,0,0,0
0.7602643840062994,0.13985090717016865,3,7,1,1,1
-0.3473116218514582,0.7723547482918188,7,4,0,0,1
-0.25707177201003184,0.45835443239873364,1,9,0,0,1
0.812105189665916,0.9342931621514721,1,1,0,0,1
1.0619678253295406,0.5957395866126878,7,1,0,0,1
-0.04900229383858043,0.3504296849128072,10,8,0,0,1
-2.56113506299511,-0.4644437627404264,3,3,0,0,0
0.4989242972225776,0.03522330588074238,2,9,1,1,1
0.688335657182737,-0.7709268047759518,10,5,0,0,1
0.30470499485104574,0.4224812324417044,11,4,0,0,1
-0.537575438562081,-1.4201829257625211,7,10,0,0,0
0.26984221787006657,-0.13579192266548062,11,3,0,0,1
0.6856130689108237,0.9349162360962767,7,4,1,1,1
0.9840976551692914,-1.8409043126210667,6,11,0,0,0
-0.20719175371198828,-0.8916626423145521,4,7,0,0,0
0.20178158237294325,0.09927391218531516,3,4,0,0,1
-0.3262236420552412,-1.3174103749450476,2,0,1,1,0
-0.05414744959903195,-0.6279319374374606,1,9,1,1,0
-1.129905668426136,1.3775474846843367,3,5,1,1,0
-1.7402601632335144,-1.823695548783922,10,6,1,1,0
1.2537492751785122,-0.5779574019117737,0,3,0,0,1
-0.3719944947853094,-0.13440083110894785,7,8,0,0,0
-0.6768644821034193,-0.7361650883384212,1,1,1,1,0
0.269411630507887,-0.7001811312816065,3,7,1,1,1
1.4302697624953624,0.7777890550992578,5,3,1,1,1
-0.22403830580295694,-1.4235867435946634,11,11,1,1,0
-0.5862686980868325,0.9138845218730609,9,10,1,1,1
-0.9726498374538839,1.0320888421601293,0,1,1,1,0
-1.102897776823668,0.1964190905469295,4,9,1,1,0
1.335830287874716,-0.48271305390546404,1,5,0,0,1
-0.3728264242622591,0.9162465905327583,10,3,0,0,1
-0.5441518385970888,0.9339033770797345,1,8,1,1,1
-2.01517222650208,0.4132568873921707,7,2,1,1,0
0.34981781582087873,-2.7185572952248283,4,1,1,1,0
2.0211615183396785,0.8292022315796324,11,0,1,1,1
-1.438787793838725,0.7522502151661603,10,10,1,1,0
-0.2611726334783476,-1.7230526906769772,5,5,1,1,0
0.9162379626831699,0.5051493176831193,9,10,1,1,1
-0.012242186606443108,2.4092200785279543,3,8,1,1,1
-0.5690022199912229,-0.04287929540042579,3,6,0,0,0
-0.9591179407288511,-0.10394322839307792,10,9,0,0,0
-0.26962780199404895,0.6363953537457145,11,5,0,0,1
0.718564917978748,-2.0965646714263824,11,8,0,0,0
-0.5591970918981869,0.05779252508031169,4,5,1,1,0
0.7574560809870188,-0.30748281983256215,9,8,0,0,1
-0.42559698400047524,-0.2539122158205132,7,10,0,0,0
-1.2392470364708794,0.8376221164709539,6,7,1,1,0
-0.21526435212100142,-0.8973970541416829,5,9,0,0,0
1.6503220655499686,1.446904843843281,0,8,1,1,1
-2.5559430143258406,-0.48234345563004155,7,6,0,0,0
0.6442835867493951,1.2277782933118708,10,6,1,1,1
-0.22892302131613687,1.732477288455241,7,0,1,1,1
-0.012834953924807447,-0.8118698722100477,5,6,1,1,0
-0.10526402809492565,0.4158906695618769,0,8,1,1,1
0.06904812889278704,0.8371274948572288,9,10,0,0,1
1.0331141789057043,-0.6279148086145832,9,9,1,1,1
1.0993360724040677,-0.08290200366209052,11,0,0,0,1
-1.6833655293998713,0.699920226612379,11,0,0,0,0
0.7208102861269667,1.1763552230249414,0,7,0,0,1
-1.8091701955910418,-0.12021815635869032,10,5,1,1,0
0.4208009787746427,-0.875311719612177,2,11,0,0,0
1.1942245585980715,-1.309058594151157,0,10,1,1,1
0.02483464458555516,-1.375079555017278,10,0,0,0,0
0.07788678905787523,0.1542797711007091,1,10,0,0,1
-1.1465989817016797,-0.08319922181986578,3,3,0,0,0
0.14516133127825984,-1.3401425389868218,2,6,1,1,0
1.4817335094680224,-0.4388963018426708,5,5,1,1,1
-0.21273296701756084,0.2085138186009462,9,7,1,1,1
-0.16104479998844662,-1.9012659977901443,1,2,1,1,0
2.7204910674194487,-0.9633063949373545,3,4,1,1,1
0.5455989291691635,0.8105433459028832,7,9,0,0,1
0.4841928091661668,-0.4342876481816465,4,10,1,1,1
-0.25001630212037107,0.5755207129110113,4,1,1,1,1
0.6161223706066878,-1.190308344127342,4,0,1,1,1
-0.3622822284197235,-0.19869707996611516,7,9,0,0,0
-1.324641335581231,-1.0530821178296266,8,0,0,0,0
-1.190260287454112,-1.0193009047749786,4,2,0,0,0
0.21192490584500004,0.6012585612204004,8,0,0,0,1
-0.1804627607451202,0.1843886159031826,6,1,1,1,1
1.3590337089764377,-0.5554880127157346,6,9,0,0,1
0.6827735238954807,0.925049131036388,9,4,1,1,1
0.06325913775033373,-0.43205335322444355,3,8,1,1,1
-0.5256812671133998,-0.21661684418782784,5,1,1,1,0
