feature1,feature2,sex,income
52.887236628250236,53.92913510548216,1,0
64.48499229892926,57.39675468117834,1,0
49.99291405423354,50.62331349619123,0,0
50.07063158628176,46.528135048877374,0,1
54.98221748496785,49.08043217395734,1,0
44.83955271782626,33.9972889549629,0,1
58.33922154548904,53.16358321536145,1,0
53.338599665685344,67.11028809190788,0,1
43.05286868910942,54.99095816137749,1,0
49.29834288541353,51.81062742771083,1,0
63.728484746765304,53.67510410540602,1,0
56.833289928110695,46.73326752490956,0,1
40.600968988911355,47.623166830390154,0,1
49.62365297575152,60.12637409644071,0,1
45.377247112949576,51.59462506804129,1,0
56.59245668432405,42.657666780289624,1,0
41.956842403400074,55.166444459359674,1,0
35.98148937207719,46.419706202530136,0,1
34.188092979678665,64.27305364289217,1,0
57.83390509282596,37.83103289659833,1,0
41.71502975219754,47.88615770182031,0,1
54.810092317367136,61.94762861876938,0,1
39.32379570617405,56.820694900626314,1,0
72.52435805344308,45.22589293807199,1,0
45.32298798688109,38.10767534922871,0,1
54.5353430151398,62.718924219386565,0,1
57.50579167521766,46.12035031092548,0,1
48.09661321916392,49.519114926692275,1,0
21.514573793699245,52.792678382165256,1,0
37.85811387212268,54.751677464953815,0,1
52.44966571108723,39.73630792334108,1,0
46.307228607537965,33.679851149735825,0,1
32.21412415993483,60.92106783982426,1,1
53.801978510059634,39.57422305329423,1,0
32.92642042407053,46.96373927101999,0,1
56.29628841923612,61.373145423647294,1,0
37.757017637106344,68.4936214138638,0,1
55.01782736167545,49.32128618300518,1,0
56.10370265433465,39.742473163597225,0,1
44.46411758292005,46.52697711042157,1,0
35.51408585366456,44.66909597984167,1,0
51.68460976269614,46.847033447138756,1,0
42.871542173228356,61.92735165416414,0,1
55.86693801475275,49.17284976103507,1,0
73.14658566673509,39.498592603978544,1,0
45.52678104341249,43.32810915222495,1,0
55.50052099024552,45.83374694384538,0,1
32.39237240844182,52.88728003009836,0,1
39.40786478111048,45.86384334370357,0,1
42.075800790000386,32.04356827369985,1,0
42.65826201221504,48.316150775271474,0,1
41.91506397106812,48.14154247807253,0,0
58.724573282801444,62.302221756507876,0,0
63.29152530132431,68.90440685155782,0,1
56.74819492166604,42.90211007766465,1,0
40.606646061812455,44.04465064816141,1,0
45.86534838876724,56.08735589124417,0,1
55.646059258936006,43.1395024296482,1,0
33.86438602123259,51.35338347892291,1,0
47.918777496427246,64.18531345148037,0,1
61.26705136827583,49.63669391957658,1,0
47.73521108098473,49.206115755942974,1,0
54.13434903223701,57.82130001531459,0,1
54.76357769356219,57.31000626785482,0,1
56.078965097165394,49.12564671222819,1,0
51.972922656312065,51.514030479517324,1,0
50.4977368718096,41.98472409895459,0,1
34.46241233983936,42.331359619954476,0,1
58.26047171441506,61.839874431968894,1,0
64.0934744018558,52.69294752580734,0,1
47.906861804206386,51.247520996639345,0,1
63.99355436586002,41.36506395035066,1,0
61.09699841956223,55.77978523639557,0,1
40.91975924478789,45.488411415910015,1,0
49.62963202951588,62.02451247983072,1,0
35.97394728200307,41.43148134872201,1,0
39.861040477074624,39.54470514325947,0,1
52.537396614945735,50.03147726906327,0,1
57.0945181713904,57.22826894985512,1,0
38.96791634278317,41.55675962816929,1,0
55.844129804724844,41.575673698736736,1,0
46.793323744428086,47.27589983396313,0,1
53.91804005402547,46.7593182479103,1,0
58.74389180712728,50.19458255518883,1,0
55.193465142411725,38.46667596794255,0,1
53.476764835383364,62.907584241224285,1,0
44.494631505084165,59.56295002091346,0,1
57.36843897092433,57.918593103880674,0,1
45.289616943816775,40.35294574249285,1,0
65.0339830176715,55.53149156379209,1,0
55.58326912521722,59.976320769202445,1,0
58.47421677150422,53.56972759266926,1,1
55.131057981760826,60.07157200596669,0,1
46.29491901409971,43.92431208220444,1,0
44.73752143482579,42.626200965020416,1,0
49.643585177025166,47.78463402416262,1,0
44.982429564154636,53.09998983165555,1,0
48.96778247067504,36.58935286698431,1,0
23.490301916069882,48.57853463059454,1,0
67.3596380316525,49.20932658135444,1,0
50.99651365087641,50.72680524329341,1,0
57.796605322693395,52.32868087426898,0,1
39.037249131047986,53.88375729230168,1,0
55.07274031107298,55.82571318808805,0,0
73.6387249461936,53.817341689625096,1,0
44.0842861116417,53.61661061247017,0,1
44.74244978319239,60.26986263319732,0,1
52.87124165201824,56.197387847028686,0,1
42.45724149980642,67.98725018351311,1,0
40.35076539419896,52.52568845996623,1,0
65.23124077269657,55.114995753618615,0,1
47.18672442881787,44.293595697998875,0,0
44.42576946891679,24.934284294632832,0,1
38.62314329575183,67.66511800327633,0,1
58.33528961608925,52.106684652031106,1,0
49.01110346808857,34.72832143410352,1,0
54.62103474263271,63.55442801105496,1,0
58.816397569494505,34.02400830404568,0,1
81.37748533659993,60.600897399086655,0,1
46.3903383418092,55.33359244705449,0,1
41.328697842890996,53.511654676270844,1,0
45.929636870732196,51.79914369546417,1,0
44.18319086051356,44.10107682244392,1,0
44.61158143807262,78.24330591003047,0,1
45.498107351485885,64.78071898356444,0,1
55.43600154594432,59.619871890718414,1,0
61.42822814515021,60.487071264165635,0,1
60.701502383164275,49.5103496914155,0,1
54.62060893251896,54.15826629455343,1,1
56.62130674521047,50.30031479164082,0,1
41.669439429992416,46.389907767474305,1,0
55.75205016106566,45.02038153182158,1,0
58.95355430762599,40.186740634825355,0,1
38.523086101843326,58.33603204837348,1,0
38.964106827842286,46.57121138442436,1,0
43.54035820875465,66.35066394527519,1,0
47.714000846599816,66.73363946152523,0,1
49.79098406035852,61.00821398422605,1,0
51.598563919974005,61.663705456692526,0,1
44.53755551747517,52.27034478864889,1,0
48.68527404328332,49.42958833147058,1,0
27.88864690992115,52.869558543017085,1,0
47.850789697112646,63.601159001803126,0,1
39.02697472367156,44.54813755273678,1,0
64.10459145203504,54.76651040800557,0,1
52.68592278863257,30.50438282245633,0,1
42.48030668261181,37.35993832052636,0,1
53.82409746184051,36.282568707364945,0,1
67.38851351853332,52.18963915855975,0,1
51.30740577286091,56.464895377257704,0,1
60.94191518470949,43.67244970114961,1,0
56.47195939702741,21.60921340514573,0,1
48.482149049644164,46.698799060335496,0,1
56.045153263553665,39.214872586354026,0,1
41.710049890779274,53.385528762859146,0,1
38.58310885866495,38.13006611694256,1,0
51.467930119855495,30.85939929412533,1,0
63.56240028570823,53.215932113392384,1,0
39.960426279185015,57.330542814659985,1,0
58.204821811973645,56.928575842374364,0,1
48.24114187567663,47.472367449038146,0,1
46.506832038818025,49.501198458718825,0,1
43.309272613400836,26.283406391411077,0,1
42.69633368282864,45.8209045423411,0,1
55.62969236690571,50.511979018810855,0,1
54.72002270919275,47.96538858919695,1,0
38.298869739406406,29.637794971440634,1,0
53.996879517526416,30.63247297497535,0,1
31.20075614860955,54.06622034222674,1,0
56.982233136135896,36.331416367191736,1,0
65.50500492814076,62.37653757511998,0,1
41.724097793512804,45.40343227727003,1,0
71.53182457511556,33.17341305877314,1,0
55.41462728204788,47.50928155346959,0,0
44.558859978858074,45.19352058511758,0,1
46.907909229501364,57.30958976376216,0,1
34.862856073871725,42.920890593259244,1,0
62.36130721806218,47.8033054764904,0,1
36.48315394383666,53.2910677871013,0,1
47.65412866624853,55.798572852951324,1,0
56.153674840130535,46.96435674734085,1,1
52.85865390724905,53.195246707829554,1,0
46.92221765046999,35.847328080758125,0,1
59.37570137626558,48.584703626621526,1,0
40.956833748955916,39.48690088360655,1,0
58.231705839619146,46.60877720729961,0,1
57.14000494092092,63.3057490403904,1,0
47.753668500029754,42.8395656372416,0,1
20.596113653357197,49.189540352782565,0,1
68.8115706944059,65.28031359387833,1,0
45.120885918542974,51.761898225026926,1,0
55.22514105265758,48.308773143571834,1,0
53.437878815498856,40.91230329192027,0,1
51.76820872139398,46.026767474486384,1,0
42.55097355193551,41.51934401969491,0,1
37.55345296688583,60.81984809249942,1,0
29.158870605014116,34.28847648882117,1,0
53.46448209496975,46.30792799552554,0,1
59.56702316794584,59.73101561015072,1,0
62.35782191822154,52.7242139665361,0,1
40.21627222384968,41.71803727034765,1,0
46.975303135118715,55.03252064749505,1,0
50.20793707675408,54.21780074250871,1,0
52.95624488747095,53.58344511076003,0,1
35.75251813786544,61.53900734255747,1,0
47.69475374819749,44.81930980524943,0,1
38.08696502797351,63.28640828248231,0,1
34.84255885002768,42.106614942803255,0,1
50.28744822934817,66.6906952582633,0,1
58.545252270666154,41.94200345115795,1,0
47.70451344639653,34.19396059190831,0,1
36.95530499495147,56.954024745502984,1,0
33.605158374745656,62.445651603552555,1,0
40.50601111168057,43.077496707341034,0,1
42.99879185060827,33.88432640897172,0,1
30.87745024580223,59.7571337766925,0,0
41.303369187253054,52.48325142515882,0,1
60.9877685198719,54.49473912832307,0,1
53.71145873371309,38.88419750486449,1,0
46.30389663956366,60.40061819902576,1,0
57.53341621104533,38.42883381286729,1,0
62.77664895788425,55.32006198821943,0,1
55.883172064845766,47.88333018068823,1,0
55.93101257968384,58.721970000729776,1,0
55.470973811700375,67.61188124867374,1,0
54.39501230620226,52.232809132553705,1,0
35.93338903151778,35.25867867957894,1,0
58.141517621182665,56.84163208608955,0,1
66.28396623128538,49.21769340941482,1,0
56.45484181141075,55.859042011646494,1,0
59.64851633097457,59.93782214530439,0,1
40.36241073789389,44.135848511112265,0,1
35.78189333258156,48.847757674478025,0,1
37.434931057207436,54.308624190150375,1,0
51.28104414910789,46.02804683854012,0,1
30.86719755342202,36.02881814887009,1,0
42.69069960058081,35.23075072468099,0,1
62.55756125573521,56.549755842216896,1,0
52.806364044901365,36.5182295457251,1,0
44.23228669431667,54.347700645568914,0,1
40.824971789857365,58.76173931693076,0,1
55.14438834058749,70.46862195719558,1,0
47.26006918170696,58.20553502887897,1,0
51.98948146796494,70.22590230569482,0,1
35.94810153196425,61.96910948761352,0,1
48.70179300266574,55.199021395287524,1,0
47.04598589860971,71.54928677383143,1,0
47.08188731084456,50.67838513916938,1,0
28.76104275690193,52.12574030632215,1,0
40.99379265352131,39.70027725223064,0,1
47.333476707655855,52.13808793941063,1,1
35.61722021682633,67.26226545635632,1,0
40.75534011870445,48.803803756312284,0,1
61.67782061659807,53.467099776049196,1,0
56.86260190374514,63.705361439967135,0,1
50.786351903160906,55.95490897639257,0,1
49.260524343916074,48.04214729031418,1,0
45.30525614065048,60.826910538870735,0,1
48.79051851392219,45.38830267965381,0,1
56.81952971294964,49.46095150994261,1,0
56.86051459998439,63.84532047593906,0,1
55.130854200972934,66.35797806135815,0,1
54.040508568145384,53.61417317273103,0,1
48.06173861227197,44.88236442057696,1,0
33.92516765438772,49.00905699758731,0,1
40.906125452052606,43.878330828451794,1,0
44.51712703509399,38.74412885968031,1,0
46.92191528861116,44.00178606082939,0,1
40.31655545136365,49.36876986888752,1,0
43.914102767603,71.05297429458312,1,0
31.23447293958126,48.11797561227179,0,1
63.1759753560796,40.58977299333621,0,1
53.015473423336125,52.51473608940512,1,0
42.43204911430539,58.46882103884914,0,1
48.06340540720282,60.57814180820796,1,0
45.06877177600228,46.212401633969066,1,0
32.14133508065889,47.418248619685656,0,1
48.13103841838015,33.33236593210802,0,1
56.191542610051975,47.224557436844485,1,0
53.829889847409284,46.49221794398446,1,0
46.573124059196516,38.569806879262714,0,1
58.15737212539297,27.69531980875541,0,1
46.80152476745156,45.85373099428137,0,1
45.223425532348834,56.04120889588518,0,1
61.85704154662997,41.20717217588012,0,0
55.90654830692309,51.43048769878952,1,0
55.11202599524981,44.65243329155677,0,1
49.72695460490068,44.74369066014616,0,1
40.78140186874687,52.39627518238998,0,1
56.51391251305798,65.23238621712258,0,1
41.82911368931809,54.87774821084338,1,0
48.96745239850953,57.46611364602157,0,1
59.382838059759976,36.11457446168789,1,0
43.94139179241107,69.59837254744676,1,0
33.93422899261321,49.39962458311435,0,1
40.18834468860318,55.995775412453554,0,1
55.972282182533846,50.07362681423567,0,1
65.32367724678116,39.63856428024803,0,1
50.10233061019587,57.211353625455814,0,1
65.38036566465969,67.02514658129606,0,1
63.40450446023144,48.297417532040946,0,1
52.387891590265134,50.79801484058733,1,0
61.79440120721287,69.72542176789808,0,1
72.70692857804396,37.77104980444436,0,1
50.005279588565976,40.06410484405964,0,1
40.28343265458714,38.020335707827385,0,1
59.26177547531641,61.806409124521444,1,0
58.294748419317486,50.76609070451659,0,1
48.18775826781897,40.71207918547541,1,0
51.99810433718714,54.86309993350221,1,0
54.148655003619105,53.3835744193596,1,0
44.41698246053969,48.06294620195038,0,1
49.44230922342294,41.12230488461459,1,0
50.700521631131814,50.01619031356941,0,1
40.62174960084877,43.23004861541469,0,1
32.9741639576216,51.450637459593814,1,0
46.686916168166775,51.654036602997046,0,1
33.72457562116837,48.020622710153184,1,0
47.90676322848134,56.46006187114551,1,0
62.06508966508357,54.29340822801734,0,1
51.83342005738352,40.35462205089809,1,0
44.64036554885952,52.10600839297642,0,1
46.70552213652908,39.93072639054856,1,0
39.410924129433994,42.32932544599699,1,0
53.41755975777159,41.83782755458035,0,1
50.58208718446,46.27680947062077,1,0
43.74437298490471,42.61942916338609,0,1
50.715662372193925,60.68379333694016,1,0
57.51387123371789,27.831811606459354,1,0
62.059945165468164,51.365973955887526,0,1
32.41260513576886,61.01322957735762,1,0
70.76747983560841,30.88359449348243,1,0
55.13785950912209,58.301918118626105,1,0
64.79944138890026,47.86543220649562,1,1
47.47646497873713,41.61107325974264,1,0
42.69043724284526,62.5761905635936,1,0
52.715788371953735,52.571989703559275,0,1
37.60741605146528,53.981472651225374,1,0
40.175126064616904,73.49075786700757,0,1
59.40771187988216,53.59475797547125,1,0
46.42554577189573,45.53679484765655,0,1
51.60573981049865,59.4118186641997,0,1
30.298961822881644,39.439692000333324,1,0
44.81729781726352,38.82813538292997,1,0
62.35811620006939,65.88940328444083,1,0
64.19603004513637,45.71152074393927,0,1
64.65648768921554,62.00261749738829,1,0
43.94384460263136,52.95279940620868,0,1
64.92688568959522,44.62354242220184,1,0
60.857863249393475,59.82683142769941,0,1
66.25958915362062,64.44412195055088,1,0
54.676931717654334,62.299903684386834,0,1
43.47376020697609,50.86697699414397,1,0
51.814266201139716,50.94621044669358,1,0
60.44160877069072,41.09682151980128,0,1
59.16327674702482,48.67830644355628,1,0
68.65774511144757,37.62573361777427,1,0
56.79373282956503,35.295104487687496,0,1
55.839281853259635,28.038721789000537,0,1
53.341764172448976,54.67950422131852,1,0
20.78649516505393,51.962409406667206,1,0
36.613942002767516,45.17686429063697,1,0
58.852314829889906,47.38241709778905,0,1
45.82633186394916,48.395806180246524,1,0
40.056506253914876,44.10547600061282,1,0
48.65982833327082,62.94985584816956,0,1
50.15618333949603,64.47796418457867,1,0
44.46350694652818,50.188190497405984,0,1
57.90371896051711,28.056175301799758,0,1
50.91760776535502,52.34024454353148,1,0
56.85507738790204,47.65075728479025,1,0
49.744459290085544,64.62195938717636,1,0
36.40143859020081,63.25432109095078,0,1
58.8404539636105,52.19302337200436,1,0
55.72057441714144,59.639069340758624,1,0
60.81766727672829,46.001000098906836,0,1
41.602781578192236,71.65056067806603,1,0
43.080919301187556,54.281862478105765,1,0
28.273304539859637,54.096361186839935,0,1
51.950249840281266,55.704211733607956,0,1
61.03301882016521,48.418461556276796,0,1
55.00844474944457,51.579743122514515,1,0
47.59674601841865,74.85189916678891,1,0
43.03228181570425,74.97415126419854,0,1
58.38490774451642,47.91531789459592,1,1
51.17327383308782,60.61370964873134,0,1
88.52731490654722,54.51225319318508,1,0
42.37275221433786,57.33547813505866,0,1
43.52458194364841,50.13450364619293,1,0
51.05753791271481,43.6141417485497,1,0
44.672991603380886,46.96649932522866,0,1
68.46707325736034,55.3629090951719,1,0
52.603218387712204,48.58474246633052,1,0
51.86609123156358,55.483196275544984,0,1
41.90396480078354,42.28228042607125,1,0
63.17115067339866,64.81960768436537,0,1
58.56398794323472,57.123221595801624,0,1
55.01094169939845,39.1387370081859,1,0
50.1961665769399,58.43839509641737,1,0
35.8628550309502,54.93560204334292,0,1
52.03463635867223,49.35815838711181,0,1
52.790215257703395,49.08155235665045,0,1
45.08097552493795,54.58994001674291,0,1
43.99783122841205,51.34296497247793,1,0
47.79035826170336,69.23445794824953,1,0
55.16178287114958,50.69369802658069,0,1
49.11637040794665,39.35779993182651,1,0
45.891857120454155,44.77868429980008,1,0
66.76437312275283,63.119837385739466,0,1
43.180157520022014,57.5109945450731,1,0
41.515713658091855,48.93805909960247,0,1
50.852094496339014,43.98873447331153,1,0
52.48220586300336,37.06492374795904,0,1
56.95537757565778,54.75588435928582,0,1
47.87791030098848,55.18793017451721,0,1
47.75234598107316,44.3923909302014,1,1
49.54487754698758,49.29779638482383,1,0
35.924883052821784,49.353113949674814,1,1
62.37438134684139,44.4682275465273,0,1
44.29253706250524,48.48700779767478,1,0
40.60120213672645,41.950335191474394,0,1
55.07835756289624,27.816522399489187,0,1
60.07513689836922,59.579320552156844,0,1
52.98752908365686,61.46027575013415,1,0
23.95786143372866,33.72995079133251,0,1
58.451579711843216,52.68593581044298,1,0
48.49162288433305,36.440296551400365,1,0
53.319803305690144,73.88371992870438,0,1
55.82026567084727,50.46006386736341,0,1
42.30026768941358,71.96223142152799,0,1
53.57015485965047,37.929783521427844,0,1
58.303358165442454,62.395840064415616,1,0
48.47530163619456,34.88116580436787,0,1
46.350472704571146,62.55403609459896,0,1
46.0798736008087,50.34029586346681,1,0
70.56207129940321,53.50370216386338,0,1
35.48824309948441,45.332411880485594,1,0
63.68631557532349,60.639409875608564,0,1
43.48163892197841,70.95843501809159,1,0
44.4969484615458,39.80304680291143,0,1
63.043402428781526,49.24128549314977,1,0
39.148494734422016,45.163828604445634,1,0
30.33643410623998,38.672150487322554,1,0
39.37696286273895,32.68798696555075,1,0
51.085597057765234,42.41234742064625,0,1
54.41940649569409,52.41240248406729,0,1
67.55340842443204,49.22778954776955,1,0
51.718393397935316,63.78467355453808,0,1
52.096594152746256,62.88075724852378,1,0
74.11676675578421,46.060133187568795,1,0
45.567177488084894,43.275144039936634,0,1
45.123937759275066,56.40542935074774,0,1
51.52354872033722,41.87176409663435,0,1
35.816342670669684,54.20699631018479,1,0
47.36551783917751,45.01366104211549,0,1
50.184183791895514,47.0251779912615,0,1
58.576596232020194,54.283166923752376,1,0
59.68644990532889,57.59712295484168,0,1
40.74575373940412,43.75489544911423,1,0
40.81313488513906,52.10496298921504,0,1
57.589285897867654,34.57196781757101,1,0
48.10879609222967,58.19373268139407,0,1
36.68767046442222,52.03235954586031,0,1
56.3472146856177,56.662696720435235,0,1
38.04116937964815,51.07444374340893,1,0
38.73232531090195,38.46507574015216,0,1
54.195324439070276,57.5656467491314,0,1
37.488864236146966,53.326075103241976,0,1
79.49094425308725,39.487799702174975,0,1
42.81555778747564,56.78931290059278,1,0
39.376064718531204,56.37324683023073,0,1
45.211625439915956,47.25197695247312,0,1
39.80335661307885,43.827877533520386,0,1
47.659801408930186,42.33879169389329,1,0
37.72392184863008,53.379575282321184,1,0
42.03974143196511,30.506282446775767,0,1
43.97787939638219,53.70211889941741,0,1
69.04136589573007,30.953253065345365,0,1
47.21116605849244,50.33719054901053,0,1
51.70416222375488,46.82649507757465,1,0
49.86162253905763,45.88975063496827,0,1
55.040465155178445,44.3939236315269,0,1
65.77453279763475,41.550585614065035,0,1
63.64140429973844,55.711794062192084,1,0
62.130976999791834,29.782013600380527,0,1
60.32546204341657,51.90916524143711,1,0
30.403298761202244,51.70463770996571,1,0
45.538165667852205,53.55668948563229,1,0
47.94140569119659,68.88436939614257,1,0
49.5228864385802,38.76505966760402,0,1
34.158640569945106,34.041060314258864,0,0
52.85554074857657,39.70188151458155,1,0
65.28468426412532,46.491505699235255,1,0
42.140105394920504,42.20907260623299,1,0
51.96861235869123,47.93388720303953,0,1
42.904201452508275,66.89188933651678,1,0
42.4626383564251,45.84033072052641,1,0
24.089577078550903,57.158727446909595,0,1
59.82690983945514,48.406377678540935,1,1
39.27860988014393,43.864123946372054,1,0
63.2893331953541,56.127907415832894,0,1
65.98647170504717,38.79952577530128,0,0
39.87895624739832,54.21546083536561,0,1
35.94432980821358,65.68182429527326,0,1
48.318561814152105,63.51114089986715,1,0
53.885786045309644,55.08608373233442,0,1
56.77925871339269,51.57127918990941,1,0
61.43754043206929,39.33765068100775,1,0
56.24119817052155,39.0783636728191,1,0
49.203586087542845,47.74343619287748,0,1
60.666746895891535,42.00059493298066,0,1
54.27194361871685,54.79360953429422,1,0
51.777010009332535,48.49679539728128,1,1
56.5655360863383,53.131844738649804,0,1
54.68774256075024,55.8431416643531,0,1
48.94051645695864,61.2237421870316,0,1
55.43479378670093,52.398577458492966,0,1
48.14341023336183,46.67139595617489,0,1
44.690030449981826,35.66848185475288,0,1
57.18185725707934,50.978271747079226,0,1
57.682072166317376,36.00921571815525,0,1
49.61491530499293,52.99647687837348,0,1
47.21037069668191,48.71453706748043,1,0
54.367385517335094,62.52540731029231,1,0
57.84604287898024,45.63844558492515,0,1
49.53079421120816,55.72006278300473,1,0
56.11676288840868,42.16246478875571,1,0
54.43819428146229,61.86734620177331,0,1
45.12874616235304,36.27534452115899,1,0
40.241267470226674,62.528426344274834,1,0
42.27122332176391,53.896045240919875,0,1
20.088640290992767,61.65916520255223,1,0
58.18777643754861,44.73468312903957,0,1
56.30811684554777,53.440539215634665,1,0
37.58239424518376,37.82596206503048,0,1
50.34152417488025,56.989196850807886,1,0
42.46582129653817,55.85299436516338,1,0
48.887739386513,52.90897057590006,1,0
42.367138958214184,52.935375299686406,1,1
48.796188360464015,55.925303073177616,1,1
44.37533224105732,45.02429161614793,0,1
53.49800024567907,45.8948151727027,1,0
55.08725023229934,56.523303381766794,0,1
53.16155957182778,35.059622067102495,1,0
54.300416471910694,47.756810291218954,0,1
45.792382063189464,42.61302501670437,0,1
53.23167714184781,55.008315910042114,0,1
30.245334336461287,60.3630289207248,1,0
48.08972237399831,58.16837011430981,0,1
66.12220628255425,56.594512411136115,1,1
44.64671814046077,50.81278422056199,1,0
60.6020990749888,57.157342411708406,0,1
49.56523050186138,49.08924139646973,1,0
52.25307922040942,56.87932972051428,0,0
49.758043936090836,44.23580423665156,0,1
43.99576434261295,54.15836836286061,0,1
33.546012530431085,31.636402162296026,0,1
57.09003757588512,57.68839675968897,0,1
44.30167071761241,48.48032617683961,0,1
28.781451009914054,44.3442363212601,0,1
48.85460154747382,72.71449745422797,1,0
51.81866255058495,50.712537499108926,0,1
49.54413983644502,47.200066981255205,0,1
34.433708264760966,48.59624941094663,0,1
29.607678222398995,63.46225756202748,1,0
44.106352430557884,62.769653860881874,1,0
57.8182287177731,54.700441873682024,0,1
70.9238727568546,52.57975981221181,1,0
46.71381524251015,39.26311341082247,0,1
74.39752406339272,57.93818467143816,0,1
52.407531794885685,61.49672018878747,1,1
56.47688538100692,45.863944665783556,0,1
52.356145581085656,41.68045082505549,0,1
58.90247500836509,49.556385444884384,0,0
44.36275447196025,67.96360822926964,1,0
50.54934110999849,59.524619705361694,1,0
64.72670675750982,54.41746736377557,1,0
34.76813095216225,46.63613054588864,1,0
37.52216818035151,69.4121743646375,1,0
58.723206367206785,47.20189657622994,0,1
63.60658595838651,48.140755190512294,0,1
41.494795457907,61.628385775349855,1,0
35.6413784882056,41.270389095462995,0,1
53.26133022242118,44.28253958043938,0,1
69.87275999230808,28.462694262085385,1,0
37.997035929442234,48.27198262603535,1,0
46.78757233882088,41.58178368131848,0,1
55.765569630557664,59.778155496862006,1,0
46.48078682183491,55.91136117923932,1,0
38.32220448732065,28.76052417299335,1,0
56.50450092536139,56.963228620803235,1,0
42.16234334413603,53.19965191145163,0,1
39.57955587756897,70.98221474546747,1,0
65.2100622715938,58.09594435971886,1,0
57.32492102779802,69.91370418416905,1,0
55.57691060725124,38.69821270515317,1,0
37.391160456649544,56.032475005713934,0,1
62.77676821898509,41.679386951501435,1,0
42.03104744529523,53.131321400131554,1,0
53.19781934142537,25.73607929464792,0,1
66.65474444462576,46.29417237599217,1,0
47.8231879677278,38.181258745791986,0,1
54.07052287124535,27.79578991064874,0,1
61.692955904456724,30.919978628766923,0,1
54.21920754235285,50.02287936143504,1,0
50.21271576736061,64.96710407445981,0,1
38.69930660959642,21.00486120131518,0,1
44.37712470759027,60.38378851019317,1,0
32.26967531793119,52.40205843946223,1,0
32.89831607343375,67.03172609918037,0,1
55.38296079049633,63.69701107654185,1,0
53.11308673442885,52.9845181398144,0,1
54.254575617849646,66.40614563488288,1,0
63.10308746119608,43.91993857062676,1,0
21.277377867183507,57.662429750405096,0,1
54.736320768114545,62.92060334326523,1,0
48.99845923520047,63.93181257934906,1,0
47.70609255931972,59.259751007146164,0,1
54.01711722098941,36.44552496887711,1,0
44.835703561124284,52.0507533923463,0,1
39.29107501938888,38.96330171469631,1,0
38.416353108074574,29.17901296811013,1,0
58.00409525227683,29.006437355809744,0,1
34.070062664683306,26.130701298043274,0,1
