Num_Children,Group,Income,Own_Car,Own_Housing,Target
0.2,1.0,0.46128204273475776,1.0,1.0,1
0.2,1.0,0.2303521228485394,1.0,1.0,0
0.0,0.0,0.2820205117948376,1.0,0.0,0
0.2,1.0,0.9020300676689221,1.0,0.0,1
0.4,0.0,0.5942086958454171,0.0,0.0,0
0.4,0.0,0.45533740013556007,1.0,0.0,0
0.30000000000000004,0.0,0.36105647966043314,1.0,1.0,0
0.2,0.0,0.16368323388557393,1.0,0.0,0
0.30000000000000004,0.0,0.46434881162705427,1.0,1.0,0
0.0,0.0,0.4681378268164494,0.0,0.0,0
0.1,0.0,0.010544795937642348,0.0,0.0,0
0.1,0.0,0.729790993033101,1.0,0.0,1
0.0,0.0,0.08508061379823767,1.0,0.0,0
0.1,1.0,0.8665733302221184,1.0,0.0,1
0.30000000000000004,1.0,0.4980499349978333,1.0,0.0,0
0.0,1.0,0.6829338755736303,1.0,0.0,1
0.1,1.0,0.8169716768336721,1.0,0.0,1
0.1,0.0,0.24067468915630524,0.0,0.0,0
0.0,0.0,0.6265875529184306,1.0,0.0,0
0.4,0.0,0.2943431447714923,0.0,0.0,0
0.1,0.0,0.031012144849272727,1.0,0.0,0
0.2,1.0,0.17107236907896933,1.0,1.0,0
0.0,0.0,0.1852172850206118,0.0,1.0,0
0.7000000000000001,0.0,0.24057468582286073,1.0,0.0,0
0.0,0.0,0.04242363634343366,0.0,0.0,0
0.1,0.0,0.6608775848083825,1.0,0.0,0
0.2,0.0,0.30752136182317186,0.0,0.0,0
0.2,0.0,0.042123626343100296,0.0,1.0,0
0.30000000000000004,1.0,0.9931219929553208,1.0,0.0,1
0.30000000000000004,1.0,0.17068346722668531,1.0,1.0,0
0.0,1.0,0.33475560296454326,1.0,0.0,0
0.2,1.0,0.8456059646432659,1.0,1.0,1
0.5,0.0,0.224707490249675,0.0,0.0,0
0.30000000000000004,0.0,0.6781670500127781,1.0,1.0,1
0.4,0.0,0.002100070002333365,0.0,1.0,0
0.2,0.0,0.41516939453537344,0.0,1.0,0
0.1,0.0,0.31382157183017206,0.0,1.0,0
0.2,0.0,0.052835094503150104,1.0,0.0,0
0.30000000000000004,0.0,0.7630254341811393,1.0,0.0,1
0.4,1.0,0.8873406891340823,1.0,0.0,1
0.0,0.0,0.32981099369979,1.0,1.0,0
0.1,0.0,0.3756014089358534,0.0,0.0,0
0.1,0.0,0.014589375201395582,1.0,1.0,0
0.1,0.0,0.4138360167561141,1.0,0.0,0
0.30000000000000004,1.0,0.5063057657477472,1.0,1.0,1
0.4,0.0,0.17479471537940156,0.0,0.0,0
0.30000000000000004,1.0,0.16468326722001841,0.0,0.0,0
0.2,1.0,0.9239307976932565,1.0,1.0,1
0.5,0.0,0.4872495749858328,1.0,0.0,0
0.1,1.0,0.2427969821216262,1.0,0.0,0
0.1,1.0,0.4379145971532384,1.0,1.0,1
0.0,0.0,0.17878373723568558,0.0,0.0,0
0.1,0.0,0.6976788115159394,0.0,0.0,1
0.2,1.0,0.1762836538995744,1.0,0.0,0
0.30000000000000004,1.0,0.9488094047579363,1.0,0.0,1
0.2,1.0,0.48441614720490683,1.0,0.0,0
0.2,0.0,0.6350545018167273,1.0,0.0,1
0.30000000000000004,0.0,0.5519072857984155,1.0,0.0,0
0.0,1.0,0.27358689734102243,1.0,0.0,0
0.1,0.0,0.3121437381246041,1.0,0.0,0
0.1,1.0,0.13152660644243697,1.0,1.0,0
0.4,1.0,0.7702256741891396,1.0,1.0,1
0.1,1.0,0.4084358367501139,0.0,1.0,0
0.0,0.0,0.6211318155049612,0.0,0.0,0
0.30000000000000004,1.0,0.5660077558140826,1.0,1.0,1
0.1,0.0,0.010789248530506557,0.0,1.0,0
0.30000000000000004,0.0,0.4559818660622021,1.0,0.0,0
0.0,1.0,0.8193495338733512,1.0,1.0,1
0.1,1.0,0.7811927064235473,1.0,1.0,1
0.2,1.0,0.3841239152416191,0.0,0.0,0
0.1,1.0,0.6332211073702456,1.0,0.0,1
0.2,1.0,0.8034934497816593,1.0,0.0,1
0.30000000000000004,1.0,0.25927530917697256,1.0,0.0,0
0.0,0.0,0.4227918708401391,1.0,0.0,0
0.1,0.0,0.21342933653344004,1.0,0.0,0
0.2,0.0,0.2628865406624665,1.0,0.0,0
0.1,0.0,0.6163761014256031,1.0,1.0,1
0.2,0.0,0.18603953465115503,1.0,1.0,0
0.2,1.0,0.9576763669900108,1.0,0.0,1
0.1,0.0,0.6474660266453327,0.0,0.0,0
0.30000000000000004,1.0,0.24341922508528063,1.0,0.0,0
0.1,0.0,0.28595397624365254,1.0,1.0,0
0.1,0.0,0.6956676333655565,1.0,0.0,1
0.4,1.0,0.30135448959409755,1.0,0.0,0
0.4,1.0,0.7948487171794614,1.0,1.0,1
0.2,1.0,0.8632621087369579,1.0,0.0,1
0.30000000000000004,1.0,0.5373512450415014,1.0,1.0,1
0.0,0.0,0.32875540295787636,1.0,0.0,0
0.2,1.0,0.986343989244086,1.0,0.0,1
0.4,0.0,0.4354700712245964,1.0,0.0,0
0.1,1.0,0.9311532606642443,1.0,0.0,1
0.2,0.0,0.25563074324699714,0.0,0.0,0
0.2,1.0,0.16939453537340127,1.0,0.0,0
0.1,1.0,0.8913630454348478,1.0,1.0,1
0.2,1.0,0.215618298387724,1.0,0.0,0
0.4,0.0,0.6243874795826527,0.0,0.0,0
0.0,0.0,0.6456215207173572,1.0,1.0,1
0.30000000000000004,1.0,0.6755780748247162,1.0,1.0,1
0.0,0.0,0.6427769814549373,1.0,0.0,1
0.30000000000000004,1.0,0.8346611553718457,1.0,0.0,1
0.4,1.0,0.11185928419836216,1.0,1.0,0
0.4,0.0,0.5105281287154015,1.0,1.0,0
0.4,0.0,0.505805749080525,1.0,1.0,0
0.1,1.0,0.5641521384046135,1.0,0.0,1
0.5,0.0,0.2659421980732691,0.0,0.0,0
0.1,0.0,0.35861195373179106,1.0,0.0,0
0.1,0.0,0.7694256475215839,1.0,0.0,1
0.1,1.0,0.9054412924875272,0.0,1.0,1
0.2,1.0,0.7014233807793593,0.0,0.0,1
0.2,0.0,0.7671366823338555,1.0,0.0,1
0.4,0.0,0.5947864928830962,1.0,0.0,0
0.30000000000000004,0.0,0.47343800348900517,0.0,1.0,0
0.0,0.0,0.16072757980821584,1.0,0.0,0
0.5,1.0,0.18028378723735233,1.0,0.0,0
0.0,1.0,0.46997122126293095,1.0,0.0,0
0.30000000000000004,0.0,0.6598664399924441,0.0,0.0,1
0.2,0.0,0.5103503450115003,1.0,0.0,0
0.2,1.0,0.5382512750425015,1.0,0.0,1
0.30000000000000004,0.0,0.6020311788170716,0.0,0.0,0
0.0,0.0,0.555485182839428,1.0,0.0,0
0.4,0.0,0.1174039134637821,0.0,1.0,0
0.1,1.0,0.7933597786592885,1.0,1.0,1
0.2,0.0,0.28098714401591157,1.0,0.0,0
0.6000000000000001,0.0,0.11472604642376966,0.0,0.0,0
0.4,1.0,0.23177439247974935,1.0,0.0,0
0.1,0.0,0.6172316855006277,1.0,0.0,0
0.2,0.0,0.35928975410291447,1.0,0.0,0
0.30000000000000004,0.0,0.3899018856184095,0.0,0.0,0
0.1,1.0,0.359967554474038,1.0,0.0,0
0.2,0.0,0.31878840405791303,1.0,0.0,0
0.2,0.0,0.2186295098725513,1.0,1.0,0
0.1,1.0,0.20085113948242722,0.0,1.0,0
0.30000000000000004,0.0,0.5605853528450948,0.0,0.0,0
0.1,1.0,0.43671455715190505,1.0,1.0,1
0.30000000000000004,1.0,0.7076235874529151,1.0,1.0,1
0.2,1.0,0.2508305832416636,1.0,1.0,0
0.30000000000000004,0.0,0.3172105736857895,1.0,0.0,0
0.4,1.0,0.7289020745135948,1.0,1.0,1
0.30000000000000004,0.0,0.3487782926097536,0.0,0.0,0
0.1,0.0,0.10600353345111502,1.0,0.0,0
0.30000000000000004,0.0,0.1292376412547085,1.0,1.0,0
0.2,1.0,0.18621731835505623,0.0,0.0,0
0.2,1.0,0.7064902163405447,1.0,1.0,1
0.2,0.0,0.20136226763114323,0.0,0.0,0
0.2,0.0,0.5021056257430803,1.0,0.0,0
0.1,0.0,0.16796115426069752,0.0,0.0,0
0.2,0.0,0.38886851783948356,1.0,0.0,0
0.1,1.0,0.6502438970187896,1.0,0.0,1
0.30000000000000004,0.0,0.7645588186272876,1.0,1.0,1
0.1,1.0,0.6202984543929242,1.0,1.0,1
0.30000000000000004,1.0,0.7459804215696078,1.0,1.0,1
0.1,0.0,0.6225318621731835,1.0,0.0,0
0.4,1.0,0.3721901841172483,0.0,0.0,0
0.1,0.0,0.42732535528962073,1.0,1.0,0
0.1,1.0,0.1850283898352167,0.0,0.0,0
0.2,0.0,0.6045312621531829,1.0,1.0,1
0.4,1.0,0.6297876595886529,1.0,1.0,1
0.4,1.0,0.3659010855917419,1.0,1.0,0
0.0,1.0,0.3874795826527551,1.0,1.0,0
0.1,0.0,0.3808682511639277,1.0,0.0,0
0.4,0.0,0.464882162738758,1.0,0.0,0
0.1,0.0,0.517595030945476,0.0,1.0,0
0.2,0.0,0.35491183039434643,1.0,0.0,0
0.30000000000000004,1.0,0.9139082413858239,1.0,1.0,1
0.1,1.0,0.4080024889718546,0.0,1.0,0
0.2,0.0,0.06073535784526146,0.0,1.0,0
0.5,0.0,0.31692167516694997,0.0,0.0,0
0.0,1.0,0.6862228740958032,1.0,1.0,1
0.2,1.0,0.843783681678278,0.0,1.0,1
0.2,0.0,0.28959854217362796,1.0,1.0,0
0.0,0.0,0.4054357367467804,1.0,0.0,0
0.2,1.0,0.3002433414447148,1.0,0.0,0
0.30000000000000004,0.0,0.5935086725113059,0.0,0.0,0
0.2,1.0,0.8237385690634131,1.0,1.0,1
0.2,1.0,0.8621620720690688,1.0,1.0,1
0.0,0.0,0.5585075058057491,1.0,0.0,0
0.2,0.0,0.0890251897285465,1.0,1.0,0
0.2,1.0,0.3185106170205673,0.0,1.0,0
0.0,1.0,0.655888529617654,1.0,1.0,1
0.4,1.0,0.9873329110970366,1.0,1.0,1
0.2,1.0,0.3997577697034345,0.0,0.0,0
0.1,1.0,0.2694423147438248,1.0,0.0,0
0.2,0.0,0.29753213996022093,1.0,0.0,0
0.4,1.0,0.511605942420303,1.0,1.0,1
0.2,1.0,0.45183728346500435,1.0,1.0,0
0.0,0.0,0.5626854228474283,1.0,0.0,0
0.4,1.0,0.7337022345189284,0.0,0.0,1
0.4,0.0,0.26570885696189867,0.0,0.0,0
0.1,0.0,0.11778170383457226,1.0,0.0,0
0.1,1.0,0.8394168694512039,1.0,1.0,1
0.30000000000000004,1.0,0.7771036812338188,0.0,1.0,1
0.2,1.0,0.1368601175594742,0.0,1.0,0
0.2,0.0,0.5625187506250209,0.0,1.0,0
0.4,0.0,0.39463537673478005,1.0,1.0,0
0.0,1.0,0.48441614720490683,1.0,0.0,0
0.2,1.0,0.2752869540095781,1.0,0.0,0
0.2,0.0,0.6895340955809637,1.0,0.0,1
0.1,1.0,0.5904419036190096,0.0,0.0,1
0.2,1.0,0.8836739002411191,0.0,0.0,1
0.2,1.0,0.20417347244908163,1.0,1.0,0
0.2,1.0,0.7310577019233975,1.0,0.0,1
0.30000000000000004,1.0,0.4831494383146105,1.0,0.0,0
0.8,0.0,0.3808126937564585,1.0,1.0,0
0.0,0.0,0.25617520584019465,0.0,0.0,0
0.2,0.0,0.5254730713245996,0.0,0.0,0
0.30000000000000004,1.0,0.38289054079580426,1.0,0.0,0
0.0,1.0,0.9493094214251585,1.0,0.0,1
0.30000000000000004,0.0,0.11102592308632508,1.0,0.0,0
0.30000000000000004,0.0,0.4148582730535462,0.0,0.0,0
0.0,0.0,0.1400491127482027,1.0,0.0,0
0.1,1.0,0.20578463726568658,1.0,1.0,0
0.0,1.0,0.7519361756502994,1.0,1.0,1
0.2,0.0,0.7214573819127303,0.0,0.0,1
0.2,1.0,0.7537140126893118,0.0,1.0,1
0.0,1.0,0.7012344855939643,1.0,1.0,1
0.0,1.0,0.43081436047868266,0.0,1.0,0
0.1,1.0,0.42758091936397874,1.0,0.0,0
0.2,0.0,0.6158205273509116,0.0,0.0,0
0.1,1.0,0.9400980032667754,1.0,0.0,1
0.0,1.0,0.6029534317810594,1.0,1.0,1
0.2,0.0,0.759947553807349,1.0,0.0,1
0.4,0.0,0.6888896296543217,1.0,0.0,1
0.30000000000000004,1.0,0.11657055235174502,1.0,0.0,0
0.1,1.0,0.9323866351100591,0.0,1.0,1
0.30000000000000004,0.0,0.06918008378057044,0.0,0.0,0
0.2,0.0,0.7403913463782126,1.0,0.0,1
0.2,1.0,0.13217107236907893,0.0,1.0,0
0.30000000000000004,1.0,0.5342844761492049,1.0,0.0,0
0.1,1.0,0.19235085613964903,1.0,0.0,0
0.30000000000000004,1.0,0.3449003855684078,0.0,1.0,0
0.2,0.0,0.11791504161249816,0.0,0.0,0
0.4,0.0,0.5205617965043279,1.0,1.0,1
0.30000000000000004,0.0,0.05602408969187861,1.0,0.0,0
0.30000000000000004,1.0,0.760080891585275,1.0,0.0,1
0.1,1.0,0.9114526039756881,0.0,0.0,1
0.1,0.0,0.673666900007778,1.0,1.0,1
0.2,0.0,0.13917130571019032,0.0,1.0,0
0.2,1.0,0.6352211740391347,1.0,1.0,1
0.2,0.0,0.6910341455826305,0.0,0.0,1
0.2,0.0,0.5601075591408602,0.0,1.0,0
0.30000000000000004,0.0,0.5904419036190096,1.0,1.0,1
0.4,1.0,0.5807860262008733,1.0,0.0,1
0.1,0.0,0.5300065557740814,0.0,1.0,0
0.30000000000000004,0.0,0.7451692834205583,1.0,0.0,1
0.1,0.0,0.09551429492094177,1.0,1.0,0
0.2,1.0,0.8836294543151437,1.0,1.0,1
0.1,1.0,0.921641832505528,1.0,1.0,1
0.1,1.0,0.33086658444170364,1.0,1.0,0
0.2,0.0,0.3839350200562241,0.0,0.0,0
0.2,0.0,0.3086880673800238,1.0,1.0,0
0.30000000000000004,1.0,0.516372767981155,1.0,0.0,1
0.1,0.0,0.15717190573019096,1.0,0.0,0
0.2,1.0,0.4803160105336844,1.0,1.0,1
0.1,1.0,0.7229463204329032,0.0,0.0,1
0.0,0.0,0.7447803815682745,1.0,1.0,1
0.1,0.0,0.5903196773225774,1.0,0.0,0
0.1,0.0,0.625209729213196,1.0,0.0,1
0.2,1.0,0.5247174905830194,0.0,1.0,1
0.30000000000000004,0.0,0.2734646710445903,0.0,0.0,0
0.1,0.0,0.6271653499561096,1.0,1.0,1
0.30000000000000004,0.0,0.23170772359078634,0.0,0.0,0
0.0,0.0,0.1592608642510306,0.0,0.0,0
0.2,1.0,0.206595775414736,1.0,0.0,0
0.0,0.0,0.3848906074646932,1.0,0.0,0
0.0,1.0,0.6695223174105802,1.0,0.0,1
0.1,1.0,0.8733624454148472,1.0,1.0,1
0.2,0.0,0.7042012511528162,1.0,1.0,1
0.2,0.0,0.7040012444859272,1.0,0.0,1
0.1,1.0,0.4177139237974599,1.0,1.0,0
0.2,0.0,0.5019167305576853,1.0,0.0,0
0.2,0.0,0.00583352778425944,1.0,0.0,0
0.1,1.0,0.5274398035490071,1.0,0.0,1
0.0,1.0,0.6227318688400725,1.0,1.0,1
0.4,0.0,0.7097681033812238,1.0,1.0,1
0.6000000000000001,1.0,0.9585986199539984,1.0,1.0,1
0.2,0.0,0.73965798859962,0.0,0.0,1
0.2,0.0,0.1850950587241797,1.0,0.0,0
0.1,1.0,0.9770103447892706,1.0,1.0,1
0.2,1.0,0.8018933964465482,1.0,0.0,1
0.1,1.0,0.4472815760525351,0.0,1.0,0
0.30000000000000004,0.0,0.7717146127093124,1.0,0.0,1
0.30000000000000004,1.0,0.1129259864217696,1.0,1.0,0
0.1,0.0,0.7533251108370278,0.0,0.0,1
0.0,0.0,0.028278720401791135,1.0,1.0,0
0.1,0.0,0.4563152105070169,1.0,0.0,0
0.2,0.0,0.7556474104692379,1.0,1.0,1
0.1,1.0,0.5100836694556485,1.0,1.0,1
0.1,1.0,0.19219529539873553,1.0,0.0,0
0.2,1.0,0.580219340644688,1.0,1.0,1
0.2,1.0,0.2028512061513162,0.0,0.0,0
0.1,1.0,0.33466671111259266,0.0,1.0,0
0.1,0.0,0.6217096125426402,0.0,1.0,1
0.2,0.0,0.22614087136237876,1.0,1.0,0
0.4,1.0,0.9608209162527639,1.0,0.0,1
0.2,0.0,0.41846950453904014,0.0,0.0,0
0.30000000000000004,1.0,0.965576630332122,1.0,1.0,1
0.0,0.0,0.03580119337311244,0.0,0.0,0
0.1,0.0,0.7263130993255331,1.0,0.0,1
0.8,1.0,0.41074702490083,1.0,1.0,0
0.30000000000000004,0.0,0.6640443570341235,0.0,0.0,1
0.4,1.0,0.7855595186506217,1.0,1.0,1
0.5,1.0,0.7975932531084369,1.0,0.0,1
0.0,1.0,0.9388090714134916,0.0,0.0,1
0.2,1.0,0.4593486449548318,1.0,1.0,0
0.0,0.0,0.3366001088925186,1.0,0.0,0
0.1,1.0,0.3653232885540629,1.0,0.0,0
0.30000000000000004,0.0,0.7052012844872606,0.0,0.0,1
0.2,1.0,0.8715401624498593,1.0,1.0,1
0.0,0.0,0.18053935131171034,1.0,0.0,0
0.0,1.0,0.7603586786226206,1.0,1.0,1
0.1,0.0,0.1975954754047357,0.0,1.0,0
0.4,0.0,0.1413047101570052,1.0,0.0,0
0.1,1.0,0.22879651543940355,0.0,0.0,0
0.0,1.0,0.8741624720824026,0.0,0.0,1
0.4,1.0,0.6795670966810003,1.0,0.0,1
0.0,1.0,0.9592208629176529,1.0,0.0,1
0.4,0.0,0.3486671777948153,1.0,0.0,0
0.1,1.0,0.7962154294032022,1.0,1.0,1
0.0,0.0,0.10622576308099158,1.0,0.0,0
0.30000000000000004,0.0,0.27165349956109647,0.0,1.0,0
0.2,1.0,0.9610987032901097,1.0,0.0,1
0.5,1.0,0.2337633476671444,1.0,1.0,0
0.2,0.0,0.6794226474215808,1.0,1.0,1
0.1,1.0,0.6956231874395813,1.0,0.0,1
0.2,1.0,0.866728890963032,1.0,0.0,1
0.30000000000000004,0.0,0.3668011155927419,1.0,0.0,0
0.1,1.0,0.5875751413936019,1.0,1.0,1
0.30000000000000004,1.0,0.8414058246385989,1.0,0.0,1
0.2,1.0,0.5704079024856383,1.0,1.0,1
0.1,0.0,0.007055790748580482,0.0,0.0,0
0.0,0.0,0.1704056801893396,1.0,0.0,0
0.1,1.0,0.11843728124270808,1.0,1.0,0
0.4,0.0,0.5184728379834884,1.0,0.0,0
0.4,1.0,0.8945631521050701,1.0,1.0,1
0.2,0.0,0.4144138137937931,0.0,0.0,0
0.2,1.0,0.6545884862828761,1.0,1.0,1
0.2,1.0,0.7271575719190639,1.0,1.0,1
0.2,0.0,0.0035112281520494615,0.0,1.0,0
0.1,0.0,0.6056201873395779,0.0,0.0,0
0.1,1.0,0.37593475338066823,1.0,0.0,0
0.1,0.0,0.6709001411158149,1.0,1.0,1
0.4,1.0,0.9197862150960587,1.0,0.0,1
0.4,1.0,0.4735380068224497,1.0,1.0,1
0.30000000000000004,1.0,0.6421880729357645,1.0,1.0,1
0.1,0.0,0.4915941642499195,0.0,0.0,0
0.1,1.0,0.2642532528862073,0.0,1.0,0
0.0,1.0,0.9025411958176384,1.0,0.0,1
0.4,1.0,0.32825538629065415,0.0,0.0,0
0.2,0.0,0.584675044723713,0.0,0.0,0
0.30000000000000004,0.0,0.4175583630565463,0.0,1.0,0
0.30000000000000004,1.0,0.3531339933553341,1.0,1.0,0
0.4,1.0,0.3214218251719501,1.0,0.0,0
0.1,1.0,0.8542729202084514,1.0,1.0,1
0.2,1.0,0.49366089980777134,1.0,0.0,1
0.2,0.0,0.4742491416380546,1.0,1.0,0
0.2,0.0,0.6356767447803815,1.0,0.0,1
0.2,0.0,0.11544829272086843,1.0,0.0,0
0.2,0.0,0.6723557451915063,1.0,0.0,1
0.0,1.0,0.4645710412569308,1.0,1.0,1
0.2,0.0,0.7769925664188806,1.0,1.0,1
0.4,0.0,0.2245074835827861,0.0,0.0,0
0.4,1.0,0.18672844650377235,1.0,1.0,0
0.30000000000000004,1.0,0.3512450415013834,1.0,0.0,0
0.5,0.0,0.4717379468204495,1.0,1.0,0
0.2,0.0,0.5032612198184383,1.0,0.0,0
0.1,0.0,0.6228207606920231,1.0,0.0,0
0.1,1.0,0.3034878940409124,1.0,1.0,0
0.5,0.0,0.771870173450226,1.0,1.0,1
0.30000000000000004,1.0,0.2457304132359967,1.0,1.0,0
0.1,1.0,0.9368423391890841,1.0,0.0,1
0.30000000000000004,0.0,0.1203817905041279,1.0,0.0,0
0.30000000000000004,1.0,0.7864928830961031,1.0,0.0,1
0.2,0.0,0.40661355378512615,1.0,1.0,0
0.2,1.0,0.27424247474915825,1.0,1.0,0
0.4,1.0,0.578741513606009,1.0,0.0,1
0.1,1.0,0.35535628965409954,1.0,1.0,0
0.2,1.0,0.46424880829360976,1.0,0.0,0
0.4,1.0,0.3621231818838406,1.0,1.0,0
0.2,0.0,0.34620042890318564,1.0,1.0,0
0.2,1.0,0.9019633987799593,1.0,0.0,1
0.30000000000000004,1.0,0.6124315254952943,1.0,0.0,1
0.0,1.0,0.2850428347611587,1.0,0.0,0
0.5,0.0,0.04336811227040899,0.0,0.0,0
0.2,1.0,0.2878095936531217,1.0,1.0,0
0.0,1.0,0.2840316899452204,1.0,1.0,0
0.30000000000000004,0.0,0.5547296020978476,0.0,1.0,0
0.30000000000000004,1.0,0.39130193228663174,1.0,0.0,0
0.0,0.0,0.24731935508961406,1.0,1.0,0
0.0,1.0,0.5558296387657367,1.0,1.0,1
0.5,0.0,0.01157816371656828,1.0,0.0,0
0.1,1.0,0.2608420280676022,1.0,1.0,0
0.1,1.0,0.9643321444048134,1.0,0.0,1
0.30000000000000004,1.0,0.5455292954209585,1.0,1.0,1
0.30000000000000004,0.0,0.09859217529473202,1.0,0.0,0
0.4,1.0,0.453148438281276,1.0,1.0,0
0.2,1.0,0.28388724068580057,1.0,1.0,0
0.2,1.0,0.8773514672711311,1.0,0.0,1
0.0,0.0,0.16256097425469734,1.0,0.0,0
0.5,1.0,0.9101414491594164,1.0,1.0,1
0.2,1.0,0.7076569218973965,1.0,0.0,1
0.4,1.0,0.30709912552640645,1.0,0.0,0
0.1,0.0,0.1431603275664744,1.0,0.0,0
0.1,0.0,0.6787115126059757,1.0,0.0,1
0.2,0.0,0.5676189206306876,1.0,0.0,0
0.1,1.0,0.9101747836038978,1.0,1.0,1
0.30000000000000004,1.0,0.37852372856873,1.0,0.0,0
0.4,1.0,0.300232229963221,1.0,1.0,0
0.2,1.0,0.3751013922686312,1.0,1.0,0
0.30000000000000004,0.0,0.7244574819160639,1.0,0.0,1
0.4,1.0,0.9735546740446903,1.0,0.0,1
0.2,0.0,0.7340689134082246,1.0,0.0,1
0.1,1.0,0.608909185861751,1.0,0.0,1
0.2,0.0,0.5280842694756491,0.0,0.0,0
0.0,0.0,0.46409324755269615,1.0,0.0,0
0.30000000000000004,0.0,0.6398102158960854,0.0,0.0,1
0.4,0.0,0.061668722290742994,1.0,0.0,0
0.5,0.0,0.06339100192228625,1.0,0.0,0
0.2,0.0,0.11827060902030068,0.0,0.0,0
0.1,1.0,0.7712368190050778,1.0,1.0,1
0.2,1.0,0.6895785415069391,1.0,0.0,1
0.30000000000000004,0.0,0.7006678000377791,1.0,0.0,1
0.0,1.0,0.9389312977099236,1.0,1.0,1
0.1,1.0,0.9120526239763547,1.0,1.0,1
0.2,1.0,0.9006077980377123,0.0,1.0,1
0.1,1.0,0.9049301643388112,1.0,1.0,1
0.2,0.0,0.020656244097025434,1.0,0.0,0
0.5,0.0,0.7297021011811504,1.0,1.0,1
0.0,1.0,0.5876640332455527,0.0,1.0,1
0.1,1.0,0.8927297576585886,1.0,0.0,1
0.2,0.0,0.28304276809226975,0.0,0.0,0
0.1,1.0,0.5589519650655022,1.0,1.0,1
0.2,1.0,0.48467171127926484,0.0,1.0,1
0.0,1.0,0.9771992399746658,1.0,1.0,1
0.30000000000000004,1.0,0.7748924964165471,1.0,0.0,1
0.30000000000000004,0.0,0.10921475160283117,0.0,1.0,0
0.2,1.0,0.3427336466771114,1.0,0.0,0
0.4,1.0,0.38831294376479214,1.0,0.0,0
0.1,0.0,0.2914208251386157,1.0,0.0,0
0.1,1.0,0.7143793682011621,1.0,1.0,1
0.1,1.0,0.9536984566152205,1.0,0.0,1
0.30000000000000004,1.0,0.6697889929664322,1.0,0.0,1
0.2,0.0,0.6343100325566409,1.0,0.0,1
0.2,0.0,0.6488549618320612,0.0,1.0,1
0.0,0.0,0.028189828549840534,1.0,0.0,0
0.0,1.0,0.20129559874218023,0.0,0.0,0
0.2,1.0,0.9188639621320711,1.0,1.0,1
0.2,0.0,0.16885007278020375,1.0,1.0,0
0.1,1.0,0.59517539473538,1.0,0.0,1
0.0,0.0,0.42231407713590446,1.0,0.0,0
0.0,1.0,0.5609742546973788,1.0,0.0,1
0.1,1.0,0.19639543540340226,1.0,1.0,0
0.1,1.0,0.5629965443292555,1.0,0.0,1
0.2,0.0,0.3029212084847272,1.0,0.0,0
0.2,1.0,0.5585741746947119,0.0,1.0,1
0.30000000000000004,0.0,0.5472071291265264,1.0,0.0,0
0.1,1.0,0.14354922941875836,0.0,0.0,0
0.1,0.0,0.7039345755969644,1.0,0.0,1
0.1,1.0,0.6233430003222329,1.0,1.0,1
0.30000000000000004,0.0,0.05040168005600182,0.0,1.0,0
0.2,1.0,0.23733013322666313,1.0,0.0,0
0.2,0.0,0.6753002877873706,1.0,0.0,1
0.5,1.0,0.19818438392390852,1.0,0.0,0
0.30000000000000004,1.0,0.6515328288720734,1.0,0.0,1
0.2,1.0,0.26777559251975064,0.0,1.0,0
0.30000000000000004,0.0,0.30467682256075196,0.0,0.0,0
